,product_id,location,distance_group,distance_group_last_mile,distance_no_group,distance_group_last_mile_cutoff_100,distance_group_last_mile_cutoff_200,distance_group_last_mile_cutoff_300,distance_group_last_mile_cutoff_400,distance_group_last_mile_cutoff_500,distance_group_last_mile_cutoff_600,distance_group_last_mile_cutoff_700,distance_group_last_mile_cutoff_800,distance_group_last_mile_cutoff_900,distance_group_last_mile_cutoff_1000,distance_group_last_mile_cutoff_1100,distance_group_last_mile_cutoff_1200,distance_group_last_mile_cutoff_1300,distance_group_last_mile_cutoff_1400,distance_group_last_mile_cutoff_1500,distance_group_last_mile_cutoff_1600,distance_group_last_mile_cutoff_1700,distance_group_last_mile_cutoff_1800,distance_group_last_mile_cutoff_1900,distance_group_last_mile_cutoff_2000,distance_group_last_mile_cutoff_2100,distance_group_last_mile_cutoff_2200,distance_group_last_mile_cutoff_2300,distance_group_last_mile_cutoff_2400,distance_group_last_mile_cutoff_2500,distance_group_last_mile_cutoff_2600,distance_group_last_mile_cutoff_2700,distance_group_last_mile_cutoff_2800,distance_group_last_mile_cutoff_2900,distance_group_last_mile_cutoff_3000
0,48112,Zurich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47621,Zurich,3765.8047408567045,63895.303523379494,13911.899047022238,60919.1355469625,44673.604061139304,18928.235938962946,7834.846927212657,5148.489889185284,4609.467533882529,3960.839222555443,2397.6332615846154,2397.6332615846154,2397.6332615846154,1303.062464691774,1303.062464691774,1303.062464691774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46692,Zurich,3765.8047408567045,62470.61567889361,13422.271829016952,60075.716856828694,42661.17601965425,18252.672767615775,6216.241771573205,3602.49876391572,3087.6734033614116,2439.045092034325,953.578940225682,953.578940225682,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44014,Zurich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43310,Zurich,3765.8047408567045,62234.43493674648,13287.726217337957,59711.22796255223,43473.26697687328,15191.555783841603,4297.330339915978,3031.6102617508177,2516.7849011965095,2516.7849011965095,953.578940225682,953.578940225682,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41774,Zurich,1820.6753496283973,13553.33987596115,4084.965858815064,13325.262001964024,10577.335903221396,6235.522209675624,3879.8854566433397,3476.26811969876,3476.26811969876,2827.6398083716736,2048.1497371185233,2048.1497371185233,1094.5707968928414,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39468,Zurich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37317,Zurich,1820.6753496283973,12697.498017193122,3471.2408266722555,12634.254429808321,10794.630030575585,6145.750314721439,3354.472383231051,2516.7849011965095,2516.7849011965095,2516.7849011965095,953.578940225682,953.578940225682,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34386,Zurich,3765.8047408567045,61914.04863850746,13231.571345668131,59711.44571888418,41555.60462822439,16955.73729214707,5660.433986721663,2539.3138676657054,1485.4661518086432,1485.4661518086432,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31981,Zurich,4403.292783462574,111415.9600491382,17451.666214737485,106965.7480459178,72374.62047806839,31415.87195429973,10624.771690690093,3642.586650906139,2083.83600897129,738.4566116237564,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
