,product_id,location,distance_group,distance_group_last_mile,distance_no_group,distance_group_last_mile_cutoff_100,distance_group_last_mile_cutoff_200,distance_group_last_mile_cutoff_300,distance_group_last_mile_cutoff_400,distance_group_last_mile_cutoff_500,distance_group_last_mile_cutoff_600,distance_group_last_mile_cutoff_700,distance_group_last_mile_cutoff_800,distance_group_last_mile_cutoff_900,distance_group_last_mile_cutoff_1000,distance_group_last_mile_cutoff_1100,distance_group_last_mile_cutoff_1200,distance_group_last_mile_cutoff_1300,distance_group_last_mile_cutoff_1400,distance_group_last_mile_cutoff_1500,distance_group_last_mile_cutoff_1600,distance_group_last_mile_cutoff_1700,distance_group_last_mile_cutoff_1800,distance_group_last_mile_cutoff_1900,distance_group_last_mile_cutoff_2000,distance_group_last_mile_cutoff_2100,distance_group_last_mile_cutoff_2200,distance_group_last_mile_cutoff_2300,distance_group_last_mile_cutoff_2400,distance_group_last_mile_cutoff_2500,distance_group_last_mile_cutoff_2600,distance_group_last_mile_cutoff_2700,distance_group_last_mile_cutoff_2800,distance_group_last_mile_cutoff_2900,distance_group_last_mile_cutoff_3000
0,48112,St-Cergue,4683.455776292075,8667.305529769095,7038.811748316004,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,8667.305529769095,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,7660.998852829229,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,2855.165963993573,0.0,0.0
0,47621,St-Cergue,10249.1694420796,13523.802336028912,11889.22007534905,13523.802336028912,13523.802336028912,13523.802336028912,12821.254267610551,12382.639470135382,11808.038337615828,11808.038337615828,11808.038337615828,11808.038337615828,10821.364860953046,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,9815.058184013182,7742.338112308252,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,2855.165963993573,0.0,0.0
0,46692,St-Cergue,10249.1694420796,19575.549114360965,14365.344963413268,19575.549114360965,19575.549114360965,19575.549114360965,18482.246085648592,18047.65783837796,17473.056705858402,16790.47901219692,16790.47901219692,15932.873926297341,15932.873926297341,15932.873926297341,15932.873926297341,15932.873926297341,15932.873926297341,14513.413960557938,12962.338295626032,12962.338295626032,12962.338295626032,11073.885518080813,11073.885518080813,11073.885518080813,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,6186.713369766134,3331.5474057725605,3331.5474057725605
0,44014,St-Cergue,4683.455776292075,10551.794565398257,8110.276940158235,10551.794565398257,10551.794565398257,10551.794565398257,10551.794565398257,10551.794565398257,10551.794565398257,10551.794565398257,10551.794565398257,10551.794565398257,9565.121088735477,8558.81441179561,8558.81441179561,8558.81441179561,8558.81441179561,7139.354446056209,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,2855.165963993573,0.0,0.0
0,43310,St-Cergue,10249.1694420796,23649.599819128176,15439.565060455665,23649.599819128176,23649.599819128176,23649.599819128176,23649.599819128176,22776.396774382367,22776.396774382367,22093.81908072088,22093.81908072088,21271.330336632192,19329.10267638389,19329.10267638389,19329.10267638389,19329.10267638389,19329.10267638389,17909.642710644483,16358.567045712578,16358.567045712578,16358.567045712578,16358.567045712578,14380.781991091668,8218.71955408724,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,3331.5474057725605,3331.5474057725605,3331.5474057725605
0,41774,St-Cergue,10824.564211926421,37079.677860905984,17662.211250920507,37079.677860905984,37079.677860905984,36371.27405851632,35646.72954751192,34293.315815723254,33191.64564680134,32516.137088910524,31737.86565119026,29255.490668694256,26400.822160074742,23329.574980755635,22206.45594471306,20991.262690034397,18257.76111120306,16837.53935305701,15286.463688125103,12062.680207435667,10303.146040470074,10303.146040470074,10303.146040470074,8218.71955408724,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,3331.5474057725605,3331.5474057725605,3331.5474057725605
0,39468,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,37317,St-Cergue,10824.564211926421,37723.474467515734,17812.617458957153,37655.44812904867,37655.44812904867,37198.595632201694,36470.63863361232,35134.80407467068,32978.614714732044,30979.777774859864,27885.539920124746,27055.377110389654,22301.424760348335,20236.484257969096,20236.484257969096,20236.484257969096,20236.484257969096,18816.262499823046,17265.186834891138,15616.579050294857,15616.579050294857,13728.126272749638,11750.341218128728,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,5588.2787811243,2855.165963993573,0.0,0.0
0,34386,St-Cergue,10249.1694420796,20311.731654615993,13634.843365707044,20311.731654615993,20311.731654615993,20311.731654615993,19609.183586197632,19609.183586197632,19072.163314778456,19072.163314778456,19072.163314778456,17342.61043216997,17342.61043216997,16336.303755230107,15212.670005679947,15212.670005679947,15212.670005679947,13793.210039940544,12242.134375008636,12242.134375008636,12242.134375008636,12242.134375008636,10264.349320387726,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,3331.5474057725605,3331.5474057725605
0,31981,St-Cergue,12900.91897234832,133568.1766869214,26756.111870055534,133440.34629051932,132964.57203658915,130655.24415241202,128172.65213979167,124066.26676497217,118688.39713972708,113447.70841268556,109034.26100062861,100367.14853962127,91806.88154304448,81413.19452399293,76716.5593013595,73011.90198687752,62256.86966035266,52145.49372779405,39628.59695871633,31444.204120925082,29684.66995395949,27861.901438800167,25879.476314438172,23864.04516143463,23864.04516143463,19372.56010643091,19372.56010643091,19372.56010643091,14260.143781718532,8970.847902806629,8970.847902806629,6115.681938813055,3189.054705261716
0,28745,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25872,St-Cergue,3774.118926271589,12453.917342874525,6263.024043025116,12453.917342874525,12453.917342874525,12453.917342874525,12453.917342874525,11526.894335299945,9907.725246780474,9907.725246780474,9148.930544553414,6614.438287141476,4777.922081612811,3751.5783656411163,2635.415012824713,1420.2217581460507,1420.2217581460507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22178,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21376,St-Cergue,10249.1694420796,16547.29653390943,14422.965092940445,16479.27019544237,16479.27019544237,16479.27019544237,15385.967166729995,14947.352369254826,14947.352369254826,14947.352369254826,14947.352369254826,14089.747283355247,13134.193099769722,12127.886422829853,11004.252673279694,11004.252673279694,11004.252673279694,11004.252673279694,11004.252673279694,11004.252673279694,11004.252673279694,11004.252673279694,11004.252673279694,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,8919.82618689686,6186.713369766134,3331.5474057725605,3331.5474057725605
0,21288,St-Cergue,13646.901947068309,144154.5886819191,29890.011115048113,144065.0268621914,143140.09496555186,141372.04211118756,137689.21733627497,130386.48679733196,123759.59545843117,115413.71070949484,110881.36176236055,103132.24522251831,92664.8323892385,87513.2922113953,82925.66159479854,82925.66159479854,73501.766435827,63355.19585758368,54048.21757503387,44205.01032085954,37255.27774749533,31617.302753416625,21777.47201466164,13523.595951837837,11335.676666159714,11335.676666159714,11335.676666159714,6502.080925606369,6502.080925606369,6502.080925606369,3768.968108475642,3768.968108475642,3768.968108475642
0,20119,St-Cergue,10824.564211926421,40880.89376659825,17411.341411590198,40812.86742813119,40812.86742813119,40104.46362574153,39767.26158744618,37945.429812074224,35751.659591035204,34435.400344824506,34435.400344824506,31938.955336697156,28238.522941034764,27234.56899887609,26110.935249325932,24895.74199464727,23511.655519489814,22091.433761343756,20540.35809641185,18924.564225067916,15456.61808742568,13568.165309880462,11590.380255259552,5485.606736956513,3331.5474057725605,3331.5474057725605,3331.5474057725605,3331.5474057725605,3331.5474057725605,3331.5474057725605,3331.5474057725605,3331.5474057725605,3331.5474057725605
0,19240,St-Cergue,10249.1694420796,19943.59809207961,13828.691037967177,19943.59809207961,19943.59809207961,19943.59809207961,18850.295063367237,18415.7068160966,17841.105683577047,17841.105683577047,17841.105683577047,16146.669142779445,15191.11495919392,14184.808282254053,14184.808282254053,14184.808282254053,14184.808282254053,14184.808282254053,14184.808282254053,14184.808282254053,14184.808282254053,12296.355504708834,12296.355504708834,8218.71955408724,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,6064.660222903288,3331.5474057725605,3331.5474057725605,3331.5474057725605
0,18557,St-Cergue,4683.455776292075,11376.047344623868,7433.63441623902,11376.047344623868,11376.047344623868,11376.047344623868,11376.047344623868,11376.047344623868,11376.047344623868,11376.047344623868,11376.047344623868,11376.047344623868,10389.37386796109,9383.067191021222,8259.433441471061,8259.433441471061,8259.433441471061,8259.433441471061,8259.433441471061,8259.433441471061,8259.433441471061,8259.433441471061,8259.433441471061,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,6186.713369766134,3331.5474057725605,3331.5474057725605
0,16823,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16570,St-Cergue,13646.901947068309,151750.63017439673,28775.620973681584,151677.203209737,150978.66481386797,148165.6618258045,145368.77474379403,136743.7873597018,133473.88788167678,125752.66658786498,119044.53736341692,114756.21234144429,107997.15971345291,98603.83303885096,92867.6569282669,90384.69673083862,79528.54383781416,70872.9266546846,58468.825423846996,51891.38882394769,48372.54295141092,40907.00828697,35032.98137010452,32948.554883721685,32948.554883721685,28457.069828717966,28457.069828717966,26054.12759384048,18373.75201527827,15721.288031838529,15721.288031838529,12866.122067844957,6958.022813737358
0,16290,St-Cergue,10824.564211926421,33261.767686766,15436.363566109358,33193.741348298936,33000.534711442844,32292.130909053183,30861.62584204545,29506.45213107386,27312.681910034833,26671.93122171496,25126.796036885244,20867.94879725116,18002.44157152394,18002.44157152394,15755.68878593121,15755.68878593121,14406.273682257328,14406.273682257328,14406.273682257328,9533.882416971614,6065.9362793293785,6065.9362793293785,4088.1512247084684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16262,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15976,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15680,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12771,St-Cergue,13646.901947068309,158481.2832669713,29537.269001843048,158337.31801550125,157455.16208856282,155103.89408872466,152149.5819363847,144861.34559034716,139849.30688630167,132186.99941025916,125483.92847250261,117733.44011989055,105300.54832619954,101213.9888746262,93218.66740561211,89401.00537263576,78578.13800303894,72827.1255952458,61944.89251371438,55392.608003634945,50165.350160421556,42723.258769611544,32883.42803085656,24705.93444084859,22518.015155170462,22518.015155170462,22518.015155170462,20087.361649494607,14955.341444935406,12302.877461495664,9569.764644364937,9569.764644364937,6588.292623808678
0,11714,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7538,St-Cergue,10824.564211926421,37757.140938596654,16945.902128804948,37689.11460012959,37495.907963273494,37265.36305654303,36612.955422538354,35277.12086359672,33610.41967896006,31611.58273908788,30074.516599140556,25839.904977195056,22033.761126813024,19946.430850620756,16530.07860016907,16530.07860016907,15145.99212501161,12306.310401126157,12306.310401126157,10690.516529782219,8982.104559105577,7093.651781560358,7093.651781560358,5009.2252951775245,2855.165963993573,2855.165963993573,2855.165963993573,2855.165963993573,2855.165963993573,2855.165963993573,2855.165963993573,0.0,0.0
0,3583,St-Cergue,12900.91897234832,135600.43262493258,28095.56672381288,135600.43262493258,134375.21896013618,132312.93774730258,129005.266026674,125398.45041737889,119372.23718996473,111677.19765523828,107187.59089423528,100312.94583444363,90796.36197307674,83537.26007719057,82360.70492910544,78595.61658420005,65145.5805640962,56443.40625744212,47117.88243146287,40565.003665211676,37083.21722948971,29641.1258386797,27716.866528939478,25635.568177206977,25635.568177206977,25635.568177206977,25635.568177206977,23204.914671531118,20640.853720821753,15351.55784190985,15351.55784190985,12496.391877916278,6588.292623808678
0,2344,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1000,St-Cergue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
