,E_KOORD,N_KOORD,latitude,longitude,user_id,cluster,distance_center,productID_1000,productID_2344,productID_3583,productID_7538,productID_11714,productID_12771,productID_15680,productID_15976,productID_16262,productID_16290,productID_16570,productID_16823,productID_18557,productID_19240,productID_20119,productID_21288,productID_21376,productID_22178,productID_25872,productID_28745,productID_31981,productID_34386,productID_37317,productID_39468,productID_41774,productID_43310,productID_44014,productID_46692,productID_47621,productID_48112,vrp_productID_1000,no_groups_vrp_productID_1000,vrp_productID_2344,no_groups_vrp_productID_2344,vrp_productID_3583,no_groups_vrp_productID_3583,vrp_productID_7538,no_groups_vrp_productID_7538,vrp_productID_11714,no_groups_vrp_productID_11714,vrp_productID_12771,no_groups_vrp_productID_12771,vrp_productID_15680,no_groups_vrp_productID_15680,vrp_productID_15976,no_groups_vrp_productID_15976,vrp_productID_16262,no_groups_vrp_productID_16262,vrp_productID_16290,no_groups_vrp_productID_16290,vrp_productID_16570,no_groups_vrp_productID_16570,vrp_productID_16823,no_groups_vrp_productID_16823,vrp_productID_18557,no_groups_vrp_productID_18557,vrp_productID_19240,no_groups_vrp_productID_19240,vrp_productID_20119,no_groups_vrp_productID_20119,vrp_productID_21288,no_groups_vrp_productID_21288,vrp_productID_21376,no_groups_vrp_productID_21376,vrp_productID_22178,no_groups_vrp_productID_22178,vrp_productID_25872,no_groups_vrp_productID_25872,vrp_productID_28745,no_groups_vrp_productID_28745,vrp_productID_31981,no_groups_vrp_productID_31981,vrp_productID_34386,no_groups_vrp_productID_34386,vrp_productID_37317,no_groups_vrp_productID_37317,vrp_productID_39468,no_groups_vrp_productID_39468,vrp_productID_41774,no_groups_vrp_productID_41774,vrp_productID_43310,no_groups_vrp_productID_43310,vrp_productID_44014,no_groups_vrp_productID_44014,vrp_productID_46692,no_groups_vrp_productID_46692,vrp_productID_47621,no_groups_vrp_productID_47621,vrp_productID_48112,no_groups_vrp_productID_48112
0,2686197,1244085,47.34198422627307,8.579264033090661,59478,8,0.2312165272292749,0,0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,44.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,34.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2686176,1244105,47.34216683943162,8.578990026692495,193506,8,0.2083381574331272,0,0,0.0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,104.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,35.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2686140,1244165,47.34271114868199,8.578525237919303,40209,8,0.1785654878098134,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,37.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2686126,1244172,47.34277593126964,8.578341346295465,190377,8,0.1672929635902842,0,0,0.0,0.0,0,1.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,106.0,0,0,0,0,0,0,0.0,0.0,0.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,39.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2686144,1244149,47.342566731283625,8.578575088156793,124192,8,0.1788787653297005,0,0,1.0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,45.0,0.0,0.0,0,0,0.0,105.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,36.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2686120,1244267,47.34363109069632,8.578280209003616,30628,8,0.2135437708405262,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2686143,1244243,47.34341224433279,8.578579919444179,23478,8,0.2156333633785698,0,0,0.0,0.0,0,1.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,107.0,0,0,0,0,0,0,0.0,0.0,0.0,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2686170,1244206,47.34307595993362,8.578930053798429,39015,8,0.2207293458916815,0,0,1.0,0.0,0,0.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,43.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,38.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2686121,1244400,47.34482708590977,8.57831899142902,34850,6,0.3365229286291002,0,0,0.0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,110.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2686112,1244308,47.34400086597125,8.578182233482309,148192,8,0.2391930839246827,0,0,0.0,0.0,0,1.0,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,109.0,0,0,0,0,0,0,0.0,0.0,0.0,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,47.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
