,E_KOORD,N_KOORD,latitude,longitude,user_id,cluster,distance_center
233,2538497,1165621,46.638997317403835,6.635380535422681,111859,10,0.17172883515725493
234,2538424,1165668,46.639413361252004,6.634420899107957,72574,11,0.19260414786047717
235,2538484,1165707,46.63976969688444,6.635199262076435,179291,10,0.08579452528513003
236,2538453,1165787,46.64048644745682,6.634783708012605,140847,10,0.0
237,2538490,1165783,46.640453875019055,6.635267458795942,123150,8,0.08122022666247655
238,2538451,1165893,46.64143974095341,6.634743406059495,42890,11,0.16594841419290846
239,2538496,1165864,46.641183028447685,6.635334988755593,91813,8,0.0
240,2538410,1165887,46.641381991660666,6.634208744481402,72477,11,0.19568193718025512
241,2538464,1165844,46.64100018001268,6.634919742213952,41660,11,0.12747284291813063
242,2538443,1165947,46.64192473773484,6.634631699086458,159350,1,0.1660086907952679
243,2538434,1165992,46.64232868657826,6.6345081342959,136827,8,0.14222230903206354
244,2538500,1165985,46.64227180060144,6.635371052339982,21761,1,0.1920611367204425
245,2538483,1165933,46.64180249148969,6.635155980817475,40656,1,0.14171513358631369
246,2538444,1165931,46.641780908722986,6.634646900343352,82717,13,0.4502402198513239
247,2538491,1165978,46.64220800644798,6.635254445434458,192626,13,0.40425983873379007
248,2538341,1165097,46.634269518258044,6.633413471253378,179002,1,0.7150454904563706
249,2538341,1165419,46.637165932425056,6.633370320945215,47236,1,0.40836843831709474
250,2538303,1165462,46.637549212327464,6.63286830953788,162398,8,0.44591971168181277
251,2538390,1165737,46.64003088653183,6.633967631199547,16731,8,0.1654200766182708
252,2538303,1165708,46.639762000166655,6.632835319856985,47409,11,0.2846075060251544
253,2538335,1165856,46.641096225399494,6.633233392185164,204117,8,0.16119514424393355
254,2538326,1165852,46.64105941426675,6.633116388141507,90177,13,0.5757130886400552
255,2538381,1165892,46.641424292651855,6.6338293317034065,84770,1,0.1586693753125115
256,2538330,1165846,46.641005813119136,6.633169432588913,155158,8,0.16696942074191137
257,2538307,1165880,46.64130952184238,6.6328644926336695,159494,8,0.18967197570010408
258,2538377,1165864,46.641172061661784,6.6337808420303155,110270,8,0.11899743265330773
259,2538400,1165876,46.64128212381266,6.6340796164052485,75845,1,0.13384045409559397
260,2538337,1165841,46.64096148394419,6.633261522888621,84483,6,0.2750398592220554
261,2538300,1165836,46.64091309222583,6.632778973454273,145629,8,0.1979855833482672
262,2538366,1165806,46.64064933268061,6.633644952201594,68656,1,0.13960359375271333
263,2538370,1165869,46.64121639125578,6.633688751797694,148252,13,0.5296157068621219
264,2538362,1165957,46.64200721943433,6.6335724800916624,49061,8,0.1631070519919228
265,2538390,1165939,46.64184789114049,6.633940578026255,196308,1,0.18584833410006418
266,2538358,1165944,46.64188991441419,6.633521981086146,1102,11,0.27062704851058184
267,2538349,1165957,46.64200601978728,6.633402696775944,159466,1,0.22634028094493183
