,product_id,location,distance_group,distance_group_last_mile,distance_no_group,distance_group_last_mile_cutoff_100,distance_group_last_mile_cutoff_200,distance_group_last_mile_cutoff_300,distance_group_last_mile_cutoff_400,distance_group_last_mile_cutoff_500,distance_group_last_mile_cutoff_600,distance_group_last_mile_cutoff_700,distance_group_last_mile_cutoff_800,distance_group_last_mile_cutoff_900,distance_group_last_mile_cutoff_1000,distance_group_last_mile_cutoff_1100,distance_group_last_mile_cutoff_1200,distance_group_last_mile_cutoff_1300,distance_group_last_mile_cutoff_1400,distance_group_last_mile_cutoff_1500,distance_group_last_mile_cutoff_1600,distance_group_last_mile_cutoff_1700,distance_group_last_mile_cutoff_1800,distance_group_last_mile_cutoff_1900,distance_group_last_mile_cutoff_2000,distance_group_last_mile_cutoff_2100,distance_group_last_mile_cutoff_2200,distance_group_last_mile_cutoff_2300,distance_group_last_mile_cutoff_2400,distance_group_last_mile_cutoff_2500,distance_group_last_mile_cutoff_2600,distance_group_last_mile_cutoff_2700,distance_group_last_mile_cutoff_2800,distance_group_last_mile_cutoff_2900,distance_group_last_mile_cutoff_3000
0,20119,Epalinges,600.98452729269,1177.7697065284608,1191.2515718480945,1116.5832940329058,959.6930951393285,959.6930951393285,567.0834867896335,567.0834867896335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19240,Epalinges,1698.148176430512,15124.433297431999,4852.124494577697,14979.538012395897,14673.221509800627,13679.97652688632,12197.502604231231,9941.805930164443,8270.529431972427,5055.553808720671,2154.051300347258,1288.6874698668423,1288.6874698668423,1288.6874698668423,1288.6874698668423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18557,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16823,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16570,Epalinges,1698.148176430512,9795.060988603202,4445.295488546434,9584.331383876464,9159.49954661994,7991.982040658122,7333.175130601957,6492.626712952286,5424.486954370842,3527.624037873745,2056.995768990315,1191.6319385098993,1191.6319385098993,1191.6319385098993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16290,Epalinges,600.98452729269,3638.613296387739,1461.263488190903,3514.7869543132374,3399.812295994621,3136.085883877033,2417.5232602329916,1923.2757602662207,757.7464414870765,757.7464414870765,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16262,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15976,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15680,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12771,Epalinges,1698.148176430512,11525.644308205445,4877.063222712865,11341.271222997906,10375.873842585313,9068.391651393906,8397.17333523988,6616.883532680367,6616.883532680367,3477.3081508439036,1288.6874698668423,1288.6874698668423,1288.6874698668423,1288.6874698668423,1288.6874698668423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11714,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7538,Epalinges,600.98452729269,2966.30142010453,1464.9094290670678,2966.30142010453,2851.326761785913,2319.630724851143,1932.116784155463,1437.8692841886918,1437.8692841886918,757.7464414870765,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3583,Epalinges,1698.148176430512,12937.800805431641,4915.344117846577,12796.498866051705,11883.847762818863,10466.033080037461,9367.782642237498,7105.793959452374,6538.71047266274,2675.76581606771,1205.6331024232402,1205.6331024232402,1205.6331024232402,1205.6331024232402,1205.6331024232402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2344,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1000,Epalinges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
